"time","local_time","player_name","xcoord","ycoord","speed","direction","acceleration","distance","team"
"1549044511000","2019-02-01 19:08:31","Patrick Wiencek","32.583","3.76","2.125","-173.043","2.241","269.559",0
"1549044511000","2019-02-01 19:08:31","Mikael  Appelgren ","39.897","10.461","2.103","76.848","1.744","84.453",1
"1549044511000","2019-02-01 19:08:31","Fabian van Olphen","31.42","9.093","1.175","107.124","0.186","230.05",1
"1549044511000","2019-02-01 19:08:31","Robert Weber","35.064","16.676","1.38","140.626","2.783","241.211",1
"1549044511000","2019-02-01 19:08:31","Holger Glandorf","33.548","14.639","0.98","133.342","1.253","223.433",1
"1549044511000","2019-02-01 19:08:31","Hampus Wanne","29.29","6.35","3.573","-170.185","1.725","190.561",1
"1549044511000","2019-02-01 19:08:31","Andy Schmid","33.735","5.314","0.361",NULL,"0.9","234.686",1
"1549044511000","2019-02-01 19:08:31","Jeljko Musa","30.559","11.603","1.689","127.864","1.439","213.514",1
"1549044511000","2019-02-01 19:08:31","Silvio Heinevetter","10.189","10.172","0.2",NULL,"0.692","81.55",0
"1549044511000","2019-02-01 19:08:31","Fabian Böhm","27.795","10.415","1.937","115.316","0.462","176.902",0
"1549044511000","2019-02-01 19:08:31","Fabian Wiede","29.916","8.277","2.723","122.63","0.877","275.617",0
"1549044511000","2019-02-01 19:08:31","Patrick Groetzki","32.224","14.678","2.17","-159.653","2.544","279.07",0
"1549044511000","2019-02-01 19:08:31","Paul Drux","29.423","18.778","1.578","127.842","0.618","326.874",0
"1549044511000","2019-02-01 19:08:31","Matthias Musche","40.179","19.907","0.894","-159.889","2.465","243.059",0
"1549044511050","2019-02-01 19:08:31.05","Paul Drux","29.404","18.831","1.578","134.232","0.839","326.874",0
"1549044511050","2019-02-01 19:08:31.05","Jeljko Musa","30.52","11.658","1.724","132.123","1.547","213.514",1
"1549044511050","2019-02-01 19:08:31.05","Mikael  Appelgren ","39.928","10.571","2.196","78.464","1.713","84.453",1
"1549044511050","2019-02-01 19:08:31.05","Fabian van Olphen","31.411","9.147","1.102","109.182","0.238","230.05",1
"1549044511050","2019-02-01 19:08:31.05","Robert Weber","34.994","16.715","1.555","141.065","2.875","241.211",1
"1549044511050","2019-02-01 19:08:31.05","Holger Glandorf","33.512","14.671","1.021","136.898","1.356","223.433",1
"1549044511050","2019-02-01 19:08:31.05","Hampus Wanne","29.098","6.323","3.688","-169.021","1.725","190.561",1
"1549044511050","2019-02-01 19:08:31.05","Andy Schmid","33.74","5.319","0.361",NULL,"0.983","234.686",1
"1549044511050","2019-02-01 19:08:31.05","Matthias Musche","40.152","19.891","1.035","-160.451","2.621","243.059",0
"1549044511050","2019-02-01 19:08:31.05","Silvio Heinevetter","10.182","10.169","0.228",NULL,"0.734","81.55",0
"1549044511050","2019-02-01 19:08:31.05","Fabian Böhm","27.788","10.501","1.937","119.528","0.664","176.902",0
"1549044511050","2019-02-01 19:08:31.05","Fabian Wiede","29.837","8.398","2.737","126.494","0.986","275.617",0
"1549044511050","2019-02-01 19:08:31.05","Patrick Wiencek","32.464","3.761","2.232","-175.628","2.241","269.559",0
"1549044511050","2019-02-01 19:08:31.05","Patrick Groetzki","32.131","14.632","2.332","-161.075","2.544","279.07",0
"1549044511100","2019-02-01 19:08:31.1","Hampus Wanne","28.906","6.296","3.807","-168.29","1.725","190.561",1
"1549044511100","2019-02-01 19:08:31.1","Matthias Musche","40.125","19.876","1.176","-161.013","2.776","243.059",0
"1549044511100","2019-02-01 19:08:31.1","Silvio Heinevetter","10.174","10.167","0.276",NULL,"0.776","81.55",0
"1549044511100","2019-02-01 19:08:31.1","Fabian Böhm","27.782","10.587","1.937","125.258","0.866","176.902",0
"1549044511100","2019-02-01 19:08:31.1","Fabian Wiede","29.757","8.519","2.781","131.222","1.095","275.617",0
"1549044511100","2019-02-01 19:08:31.1","Patrick Wiencek","32.346","3.762","2.362","-177.182","2.241","269.559",0
"1549044511100","2019-02-01 19:08:31.1","Patrick Groetzki","32.038","14.587","2.494","-162.108","2.544","279.07",0
"1549044511100","2019-02-01 19:08:31.1","Mikael  Appelgren ","39.958","10.681","2.269","80.134","1.683","84.453",1
"1549044511100","2019-02-01 19:08:31.1","Fabian van Olphen","31.401","9.201","1.092","116.162","0.29","230.05",1
"1549044511100","2019-02-01 19:08:31.1","Andy Schmid","33.745","5.324","0.46","88.933","1.066","234.686",1
"1549044511100","2019-02-01 19:08:31.1","Robert Weber","34.924","16.754","1.745","141.504","2.966","241.211",1
"1549044511100","2019-02-01 19:08:31.1","Holger Glandorf","33.476","14.704","1.114","139.643","1.459","223.433",1
"1549044511100","2019-02-01 19:08:31.1","Paul Drux","29.385","18.884","1.591","140.475","1.06","326.874",0
"1549044511100","2019-02-01 19:08:31.1","Jeljko Musa","30.48","11.714","1.812","136.672","1.654","213.514",1
"1549044511150","2019-02-01 19:08:31.15","Mikael  Appelgren ","39.988","10.79","2.34","81.817","1.652","84.453",1
"1549044511150","2019-02-01 19:08:31.15","Paul Drux","29.367","18.937","1.606","146.865","1.281","326.874",0
"1549044511150","2019-02-01 19:08:31.15","Matthias Musche","40.074","19.86","1.317","-161.575","2.842","243.059",0
"1549044511150","2019-02-01 19:08:31.15","Silvio Heinevetter","10.167","10.165","0.328",NULL,"0.818","81.55",0
"1549044511150","2019-02-01 19:08:31.15","Fabian Böhm","27.776","10.673","1.937","131.37","1.068","176.902",0
"1549044511150","2019-02-01 19:08:31.15","Fabian Wiede","29.677","8.64","2.829","136.165","1.204","275.617",0
"1549044511150","2019-02-01 19:08:31.15","Patrick Wiencek","32.227","3.763","2.497","-178.57","2.241","269.559",0
"1549044511150","2019-02-01 19:08:31.15","Patrick Groetzki","31.944","14.541","2.655","-162.648","2.544","279.07",0
"1549044511150","2019-02-01 19:08:31.15","Jeljko Musa","30.441","11.769","1.91","141.333","1.761","213.514",1
"1549044511150","2019-02-01 19:08:31.15","Andy Schmid","33.75","5.329","0.575","89.349","1.149","234.686",1
"1549044511150","2019-02-01 19:08:31.15","Hampus Wanne","28.714","6.27","3.927","-167.63","1.725","190.561",1
"1549044511150","2019-02-01 19:08:31.15","Holger Glandorf","33.439","14.736","1.215","142.272","1.562","223.433",1
"1549044511150","2019-02-01 19:08:31.15","Robert Weber","34.853","16.793","1.938","141.942","3.058","241.211",1
"1549044511150","2019-02-01 19:08:31.15","Fabian van Olphen","31.392","9.255","1.092","124.233","0.342","230.05",1
"1549044511200","2019-02-01 19:08:31.2","Mikael  Appelgren ","39.996","10.907","2.41","83.499","1.615","84.453",1
"1549044511200","2019-02-01 19:08:31.2","Fabian van Olphen","31.375","9.273","1.092","132.32","0.515","230.05",1
"1549044511200","2019-02-01 19:08:31.2","Andy Schmid","33.759","5.358","0.691","89.766","1.154","234.686",1
"1549044511200","2019-02-01 19:08:31.2","Hampus Wanne","28.503","6.204","4.048","-166.969","1.717","193.757",1
"1549044511200","2019-02-01 19:08:31.2","Holger Glandorf","33.402","14.75","1.316","144.901","1.689","223.433",1
"1549044511200","2019-02-01 19:08:31.2","Robert Weber","34.77","16.863","2.131","142.381","3.063","241.211",1
"1549044511200","2019-02-01 19:08:31.2","Jeljko Musa","30.37","11.816","2.007","145.997","1.864","213.514",1
"1549044511200","2019-02-01 19:08:31.2","Patrick Wiencek","32.086","3.763","2.632","-179.959","2.241","269.559",0
"1549044511200","2019-02-01 19:08:31.2","Fabian Wiede","29.563","8.76","2.877","141.111","1.291","278.774",0
"1549044511200","2019-02-01 19:08:31.2","Fabian Böhm","27.717","10.75","1.937","137.49","1.194","176.902",0
"1549044511200","2019-02-01 19:08:31.2","Silvio Heinevetter","10.156","10.162","0.379",NULL,"0.867","81.55",0
"1549044511200","2019-02-01 19:08:31.2","Matthias Musche","40.005","19.846","1.458","-162.137","2.842","243.059",0
"1549044511200","2019-02-01 19:08:31.2","Patrick Groetzki","31.816","14.5","2.815","-163.188","2.544","279.07",0
"1549044511200","2019-02-01 19:08:31.2","Paul Drux","29.314","18.96","1.622","153.263","1.447","328.831",0
"1549044511250","2019-02-01 19:08:31.25","Patrick Groetzki","31.675","14.461","2.976","-163.728","2.544","279.07",0
"1549044511250","2019-02-01 19:08:31.25","Matthias Musche","39.937","19.831","1.625","-162.497","2.842","243.059",0
"1549044511250","2019-02-01 19:08:31.25","Silvio Heinevetter","10.144","10.16","0.43","-156.459","0.916","81.55",0
"1549044511250","2019-02-01 19:08:31.25","Fabian Böhm","27.641","10.823","1.942","143.406","1.316","176.902",0
"1549044511250","2019-02-01 19:08:31.25","Fabian Wiede","29.437","8.88","2.928","145.939","1.376","278.774",0
"1549044511250","2019-02-01 19:08:31.25","Paul Drux","29.249","18.972","1.642","159.449","1.593","328.831",0
"1549044511250","2019-02-01 19:08:31.25","Patrick Wiencek","31.938","3.763","2.767","178.687","2.241","269.559",0
"1549044511250","2019-02-01 19:08:31.25","Jeljko Musa","30.288","11.859","2.105","150.539","1.966","213.514",1
"1549044511250","2019-02-01 19:08:31.25","Mikael  Appelgren ","39.996","11.026","2.482","85.187","1.578","84.453",1
"1549044511250","2019-02-01 19:08:31.25","Fabian van Olphen","31.356","9.279","1.092","140.247","0.695","230.05",1
"1549044511250","2019-02-01 19:08:31.25","Robert Weber","34.683","16.943","2.325","142.871","3.063","241.211",1
"1549044511250","2019-02-01 19:08:31.25","Holger Glandorf","33.365","14.758","1.418","147.503","1.818","223.433",1
"1549044511250","2019-02-01 19:08:31.25","Hampus Wanne","28.285","6.125","4.167","-166.306","1.709","193.757",1
"1549044511250","2019-02-01 19:08:31.25","Andy Schmid","33.771","5.395","0.805","90.183","1.154","234.686",1
"1549044511300","2019-02-01 19:08:31.3","Mikael  Appelgren ","39.996","11.145","2.571","87.074","1.541","84.453",1
"1549044511300","2019-02-01 19:08:31.3","Fabian van Olphen","31.337","9.284","1.092","151.997","0.876","230.05",1
"1549044511300","2019-02-01 19:08:31.3","Robert Weber","34.595","17.024","2.558","144.609","3.063","241.211",1
"1549044511300","2019-02-01 19:08:31.3","Holger Glandorf","33.327","14.766","1.526","149.691","1.946","223.433",1
"1549044511300","2019-02-01 19:08:31.3","Hampus Wanne","28.068","6.046","4.273","-165.558","1.701","193.757",1
"1549044511300","2019-02-01 19:08:31.3","Andy Schmid","33.782","5.432","0.899","90.6","1.154","234.686",1
"1549044511300","2019-02-01 19:08:31.3","Jeljko Musa","30.206","11.903","2.221","153.492","2.068","213.514",1
"1549044511300","2019-02-01 19:08:31.3","Patrick Groetzki","31.534","14.421","3.106","-163.944","2.544","279.07",0
"1549044511300","2019-02-01 19:08:31.3","Paul Drux","29.184","18.984","1.776","164.015","1.739","328.831",0
"1549044511300","2019-02-01 19:08:31.3","Matthias Musche","39.869","19.816","1.823","-162.622","2.842","243.059",0
"1549044511300","2019-02-01 19:08:31.3","Silvio Heinevetter","10.132","10.157","0.485","-156.459","0.966","81.55",0
"1549044511300","2019-02-01 19:08:31.3","Fabian Böhm","27.564","10.897","2.058","147.467","1.438","176.902",0
"1549044511300","2019-02-01 19:08:31.3","Fabian Wiede","29.311","8.999","3.059","149.535","1.461","278.774",0
"1549044511300","2019-02-01 19:08:31.3","Patrick Wiencek","31.789","3.763","2.923","178.118","2.241","269.559",0
"1549044511350","2019-02-01 19:08:31.35","Paul Drux","29.098","18.993","1.91","168.633","1.877","328.831",0
"1549044511350","2019-02-01 19:08:31.35","Matthias Musche","39.785","19.8","2.022","-162.746","2.842","243.059",0
"1549044511350","2019-02-01 19:08:31.35","Silvio Heinevetter","10.114","10.152","0.539","-156.459","0.998","81.55",0
"1549044511350","2019-02-01 19:08:31.35","Fabian Böhm","27.468","10.968","2.174","151.565","1.534","176.902",0
"1549044511350","2019-02-01 19:08:31.35","Fabian Wiede","29.167","9.096","3.19","153.157","1.529","278.774",0
"1549044511350","2019-02-01 19:08:31.35","Patrick Wiencek","31.637","3.766","3.079","177.548","2.234","269.559",0
"1549044511350","2019-02-01 19:08:31.35","Patrick Groetzki","31.393","14.382","3.217","-163.944","2.544","279.07",0
"1549044511350","2019-02-01 19:08:31.35","Andy Schmid","33.791","5.482","0.993","91.017","1.154","234.686",1
"1549044511350","2019-02-01 19:08:31.35","Jeljko Musa","30.106","11.945","2.337","156.46","2.143","213.514",1
"1549044511350","2019-02-01 19:08:31.35","Holger Glandorf","33.277","14.78","1.634","151.885","2.031","223.433",1
"1549044511350","2019-02-01 19:08:31.35","Robert Weber","34.494","17.112","2.79","146.35","3.063","241.211",1
"1549044511350","2019-02-01 19:08:31.35","Fabian van Olphen","31.308","9.289","1.092","164.771","1.082","231.512",1
"1549044511350","2019-02-01 19:08:31.35","Mikael  Appelgren ","39.996","11.268","2.661","88.964","1.486","84.453",1
"1549044511350","2019-02-01 19:08:31.35","Hampus Wanne","27.85","5.969","4.379","-164.81","1.668","193.757",1
"1549044511400","2019-02-01 19:08:31.4","Robert Weber","34.367","17.215","3.023","148.09","3.063","241.211",1
"1549044511400","2019-02-01 19:08:31.4","Mikael  Appelgren ","39.997","11.4","2.75","90.854","1.397","84.453",1
"1549044511400","2019-02-01 19:08:31.4","Fabian van Olphen","31.261","9.294","1.092","177.395","1.337","231.512",1
"1549044511400","2019-02-01 19:08:31.4","Jeljko Musa","29.971","11.984","2.453","159.426","2.166","213.514",1
"1549044511400","2019-02-01 19:08:31.4","Andy Schmid","33.795","5.556","1.087","91.434","1.154","234.686",1
"1549044511400","2019-02-01 19:08:31.4","Hampus Wanne","27.631","5.895","4.485","-164.061","1.587","193.757",1
"1549044511400","2019-02-01 19:08:31.4","Holger Glandorf","33.203","14.809","1.741","154.078","2.031","223.433",1
"1549044511400","2019-02-01 19:08:31.4","Paul Drux","28.97","18.996","2.043","173.244","1.952","328.831",0
"1549044511400","2019-02-01 19:08:31.4","Matthias Musche","39.671","19.78","2.22","-162.87","2.842","243.059",0
"1549044511400","2019-02-01 19:08:31.4","Silvio Heinevetter","10.086","10.144","0.593","-156.459","0.998","81.55",0
"1549044511400","2019-02-01 19:08:31.4","Fabian Böhm","27.334","11.034","2.29","155.657","1.581","176.902",0
"1549044511400","2019-02-01 19:08:31.4","Fabian Wiede","28.988","9.146","3.321","156.775","1.562","278.774",0
"1549044511400","2019-02-01 19:08:31.4","Patrick Groetzki","31.225","14.346","3.328","-163.944","2.473","279.07",0
"1549044511400","2019-02-01 19:08:31.4","Patrick Wiencek","31.475","3.776","3.235","176.979","2.214","269.559",0
"1549044511450","2019-02-01 19:08:31.45","Fabian Wiede","28.808","9.197","3.447","160.194","1.595","278.774",0
"1549044511450","2019-02-01 19:08:31.45","Paul Drux","28.843","18.999","2.185","177.318","2.027","328.831",0
"1549044511450","2019-02-01 19:08:31.45","Patrick Groetzki","31.029","14.312","3.439","-163.944","2.326","279.07",0
"1549044511450","2019-02-01 19:08:31.45","Matthias Musche","39.558","19.76","2.41","-162.915","2.842","243.059",0
"1549044511450","2019-02-01 19:08:31.45","Patrick Wiencek","31.314","3.785","3.381","176.42","2.194","269.559",0
"1549044511450","2019-02-01 19:08:31.45","Fabian Böhm","27.2","11.099","2.413","159.657","1.628","176.902",0
"1549044511450","2019-02-01 19:08:31.45","Silvio Heinevetter","10.057","10.136","0.648","-156.512","0.998","81.55",0
"1549044511450","2019-02-01 19:08:31.45","Fabian van Olphen","31.214","9.298","1.124","-172.38","1.592","231.512",1
"1549044511450","2019-02-01 19:08:31.45","Jeljko Musa","29.836","12.023","2.577","162.062","2.19","213.514",1
"1549044511450","2019-02-01 19:08:31.45","Andy Schmid","33.799","5.63","1.178","91.851","1.154","234.686",1
"1549044511450","2019-02-01 19:08:31.45","Hampus Wanne","27.412","5.822","4.582","-163.395","1.506","193.757",1
"1549044511450","2019-02-01 19:08:31.45","Holger Glandorf","33.129","14.838","1.854","155.926","2.031","223.433",1
"1549044511450","2019-02-01 19:08:31.45","Robert Weber","34.24","17.319","3.237","149.565","3.063","241.211",1
"1549044511450","2019-02-01 19:08:31.45","Mikael  Appelgren ","39.997","11.532","2.836","92.678","1.308","84.453",1
"1549044511500","2019-02-01 19:08:31.5","Fabian van Olphen","31.166","9.302","1.286","-167.362","1.847","231.512",1
"1549044511500","2019-02-01 19:08:31.5","Jeljko Musa","29.702","12.062","2.734","163.443","2.213","213.514",1
"1549044511500","2019-02-01 19:08:31.5","Andy Schmid","33.804","5.705","1.261","92.268","1.154","234.686",1
"1549044511500","2019-02-01 19:08:31.5","Hampus Wanne","27.193","5.748","4.644","-163.054","1.425","193.757",1
"1549044511500","2019-02-01 19:08:31.5","Holger Glandorf","33.055","14.866","1.988","156.417","2.031","223.433",1
"1549044511500","2019-02-01 19:08:31.5","Robert Weber","34.113","17.423","3.375","149.991","3.063","241.211",1
"1549044511500","2019-02-01 19:08:31.5","Mikael  Appelgren ","39.998","11.664","2.905","94.254","1.219","84.453",1
"1549044511500","2019-02-01 19:08:31.5","Fabian Wiede","28.629","9.248","3.555","162.934","1.629","278.774",0
"1549044511500","2019-02-01 19:08:31.5","Fabian Böhm","27.066","11.165","2.566","163.475","1.675","176.902",0
"1549044511500","2019-02-01 19:08:31.5","Silvio Heinevetter","10.029","10.128","0.706","-156.778","0.998","81.55",0
"1549044511500","2019-02-01 19:08:31.5","Matthias Musche","39.445","19.74","2.595","-162.915","2.842","243.059",0
"1549044511500","2019-02-01 19:08:31.5","Paul Drux","28.715","19.003","2.355","179.473","2.102","328.831",0
